Search_ID,Customer_ID,Search_Keyword,Search_Category,Search_Date,Result_Clicked,Product_Clicked
SRCH_002198,CUST_01694,television,Electronics,2026-08-01 12:14:35,1,Sennheiser Compact Bluetooth Speaker
SRCH_002199,CUST_00419,fitness equipment,Sports,2026-08-29 15:19:35,1,Boldfit Anti-Burst Gym Exercise Ball with Pump - Crimson Red
SRCH_002200,CUST_00901,skincare,Beauty,2026-06-17 16:14:35,1,The Ordinary Matte Velvet Long-Stay Lipstick
SRCH_002201,CUST_00590,laptops,Laptops,2026-04-03 22:01:35,1,Acer Ultra-Slim Metal Ultrabook - Classic Beige
SRCH_002202,CUST_01403,skincare,Beauty,2026-07-22 20:21:35,1,Nivea Hydrating Hyaluronic Acid Serum - Silver
SRCH_002203,CUST_02776,winterwear,Fashion,2026-05-29 09:52:35,1,FabIndia Denim Trucker Jacket
SRCH_002204,CUST_01014,books,Books,2026-07-29 21:57:35,1,Penguin Atomic Habits: Build Good Habits
SRCH_002205,CUST_00383,men's clothing,Fashion,2026-06-18 23:27:35,1,Nike Classic Denim Slim Jeans - Pearl White
SRCH_002206,CUST_00642,storage & containers,Kitchen,2026-07-22 08:02:35,1,Milton Heavy-Duty 750W Mixer Grinder
SRCH_002207,CUST_01749,electronics,Electronics,2026-07-21 03:34:35,1,Sony Smart Fitness Watch
SRCH_002208,CUST_01515,personal,Personal Care,2026-04-27 12:47:35,1,Dove Gentle Sulfate-Free Moisturizing Body Lotion
SRCH_002209,CUST_01783,care,Personal Care,2026-06-22 12:04:35,1,Dettol Deep Cleansing Charcoal Body Wash 500ml - Charcoal
SRCH_002210,CUST_01611,shaving & grooming,Personal Care,2026-07-26 01:29:35,1,Gillette Sonic Electric Toothbrush with Timer
SRCH_002211,CUST_00686,mobile accessories,Accessories,2026-04-24 09:33:35,1,Portronics Ergonomic Silent Wireless Mouse
SRCH_002212,CUST_01431,running shoes,Footwear,2026-06-04 22:13:35,1,Nike Waterproof Outdoor Hiking Boots - Space Gray
SRCH_002213,CUST_01178,shaving & grooming,Personal Care,2026-05-27 18:38:35,1,Gillette Sonic Electric Toothbrush with Timer
SRCH_002214,CUST_01970,sneakers,Footwear,2026-06-23 15:59:35,1,Bata Comfort Walking Slip-On Shoes - Rose Gold
SRCH_002215,CUST_00350,business & finance,Books,2026-03-12 07:46:35,1,HarperCollins Atomic Habits: Build Good Habits - Charcoal
SRCH_002216,CUST_02312,mobiles,Mobiles,2026-06-04 02:40:35,1,Xiaomi Smooth Display Mid-Range 5G
SRCH_002217,CUST_02826,running shoes,Footwear,2026-06-30 11:29:35,1,Clarks Classic Low-Top Canvas Sneakers - Classic Beige
SRCH_002218,CUST_02075,office,Furniture,2026-03-31 00:49:35,1,Sleepyhead Orthopedic Memory Foam Mattress 6-inch - Pearl White
SRCH_002219,CUST_01926,mobiles,Mobiles,2026-04-13 02:27:35,1,Google Pure Android Experience 5G - Pearl White
SRCH_002220,CUST_00439,bedding,Home,2026-06-11 08:58:35,1,Solimo Velvet Touch Blackout Window Curtains - Classic Beige
SRCH_002221,CUST_01304,budget,Mobiles,2026-05-28 17:44:35,1,Motorola Battery King Phone 6000mAh
SRCH_002222,CUST_01154,bags & backpacks,Accessories,2026-05-15 09:36:35,1,Logitech Shockproof Clear Phone Case - Charcoal
SRCH_002223,CUST_01684,laptops,Laptops,2026-04-07 20:11:35,1,Apple Ultra-Slim Metal Ultrabook
SRCH_002224,CUST_00524,small appliances,Kitchen,2026-08-05 05:47:35,1,Wonderchef Heavy-Duty 750W Mixer Grinder - Pearl White
SRCH_002225,CUST_00460,accessories,Gaming,2026-06-19 01:43:35,1,Razer Next-Gen Home Gaming Console 1TB
SRCH_002226,CUST_01803,running shoes,Footwear,2026-04-20 18:43:35,1,Clarks Cushioned Running Shoes
SRCH_002227,CUST_00729,sports,Sports,2026-06-21 02:35:35,1,Puma Adjustable Hex Dumbbells Pair - Classic Beige
SRCH_002228,CUST_01360,business & finance,Books,2026-05-08 21:44:35,1,Bloomsbury The Psychology of Money - Navy Blue
SRCH_002229,CUST_01510,fashion,Fashion,2026-03-30 13:11:35,1,FabIndia Casual Stretch Chino Trousers
SRCH_002230,CUST_01008,men's clothing,Fashion,2026-06-20 14:21:35,1,FabIndia Denim Trucker Jacket
SRCH_002231,CUST_02542,footwear,Footwear,2026-05-11 01:01:35,1,Clarks Genuine Leather Oxford Shoes
SRCH_002232,CUST_01116,gaming laptops,Laptops,2026-03-25 14:32:35,1,MSI Creator Studio Laptop 4K OLED - Midnight Black
SRCH_002233,CUST_02239,personal,Personal Care,2026-05-04 05:08:35,1,Oral-B Gentle Sulfate-Free Moisturizing Body Lotion - Rose Gold
SRCH_002234,CUST_02840,mid-range,Mobiles,2026-08-13 19:35:35,1,Apple Sleek Curve Screen 5G Phone - Pearl White
SRCH_002235,CUST_01987,running shoes,Footwear,2026-03-29 19:16:35,1,Bata Classic Low-Top Canvas Sneakers - Classic Beige
SRCH_002236,CUST_02323,kitchen,Kitchen,2026-08-06 12:57:35,1,Pigeon Airtight Glass Food Storage Jars
SRCH_002237,CUST_01366,smart devices,Electronics,2026-08-26 11:01:35,1,Noise 4K Ultra HD Smart TV 55-inch
SRCH_002238,CUST_02383,fitness equipment,Sports,2026-08-05 01:24:35,1,Puma Carbon Fiber Badminton Racket - Midnight Black
SRCH_002239,CUST_00333,accessories,Gaming,2026-07-26 11:11:35,1,SteelSeries RGB Mechanical Gaming Keyboard - Midnight Black
SRCH_002240,CUST_00437,laptops,Laptops,2026-07-13 18:25:35,1,Apple Ultra-Slim Metal Ultrabook - Rose Gold
SRCH_002241,CUST_02681,living room,Furniture,2026-05-18 10:56:35,1,Sleepyhead Orthopedic Memory Foam Mattress 6-inch
SRCH_002242,CUST_02487,bedding,Home,2026-07-23 05:38:35,1,IKEA 100% Cotton 300TC Double Bed Sheet - Pearl White
SRCH_002243,CUST_00422,small appliances,Kitchen,2026-03-23 17:47:35,1,Wonderchef Airtight Glass Food Storage Jars - Charcoal
SRCH_002244,CUST_00580,wearables,Electronics,2026-07-05 12:46:35,1,JBL Bass Soundbar with Subwoofer - Navy Blue
SRCH_002245,CUST_01665,accessories,Gaming,2026-06-24 13:47:35,1,Razer Ultra-Lightweight 8KHz Optical Gaming Mouse
SRCH_002246,CUST_01273,men's clothing,Fashion,2026-06-14 05:57:35,1,Levis Handcrafted Cotton Kurta
SRCH_002247,CUST_02925,winterwear,Fashion,2026-05-09 20:02:35,1,Puma Casual Stretch Chino Trousers - Navy Blue
SRCH_002248,CUST_01742,living room,Furniture,2026-06-13 05:42:35,1,Sleepyhead Contemporary 3-Seater Fabric Sofa - Crimson Red
SRCH_002249,CUST_01717,fashion,Fashion,2026-04-10 20:02:35,1,Adidas Denim Trucker Jacket - Midnight Black
SRCH_002250,CUST_02865,cooking essentials,Grocery,2026-08-19 06:42:35,1,Nestle Organic Raw Honey 500g
SRCH_002251,CUST_00077,mid-range,Mobiles,2026-06-15 23:05:35,1,Realme NextGen Smartphone Pro Max - Charcoal
SRCH_002252,CUST_01561,technology,Books,2026-06-28 04:08:35,1,Penguin Designing Data-Intensive Applications - Midnight Black
SRCH_002253,CUST_02956,snacks,Grocery,2026-03-26 15:50:35,1,Tata Organic Green Tea Herbal Infusion 100 Bags
SRCH_002254,CUST_00972,beauty,Beauty,2026-05-10 16:56:35,1,The Ordinary Matte Velvet Long-Stay Lipstick - Charcoal
SRCH_002255,CUST_00741,technology,Books,2026-07-06 03:36:35,1,Bloomsbury Python Machine Learning & AI Mastery - Charcoal
SRCH_002256,CUST_01549,ultrabooks,Laptops,2026-06-19 18:53:35,1,Asus Ultra-Slim Metal Ultrabook - Navy Blue
SRCH_002257,CUST_02759,decor,Home,2026-04-05 16:40:35,1,IKEA Velvet Touch Blackout Window Curtains
SRCH_002258,CUST_02189,shaving & grooming,Personal Care,2026-03-27 12:49:35,1,Philips Deep Cleansing Charcoal Body Wash 500ml - Pearl White
SRCH_002259,CUST_00782,ultrabooks,Laptops,2026-07-13 14:50:35,1,HP Creator Studio Laptop 4K OLED
SRCH_002260,CUST_01579,home,Home,2026-07-22 00:05:35,1,IKEA Velvet Touch Blackout Window Curtains
SRCH_002261,CUST_02644,electronics,Electronics,2026-09-02 02:05:35,1,Samsung Digital Mirrorless Camera
SRCH_002262,CUST_00008,ultrabooks,Laptops,2026-06-28 06:46:35,1,HP Pro Gaming Laptop RTX 4070
SRCH_002263,CUST_02396,accessories,Accessories,2026-03-14 19:57:35,1,Portronics Multi-Port 7-in-1 USB-C Hub Adapter - Crimson Red
SRCH_002264,CUST_01259,home,Home,2026-06-23 04:02:35,1,Spaces 100% Cotton 300TC Double Bed Sheet - Space Gray
SRCH_002265,CUST_00209,electronics,Electronics,2026-07-12 17:54:35,1,Samsung Smart Wi-Fi Security Camera
SRCH_002266,CUST_00492,fashion,Fashion,2026-07-10 05:44:35,1,H&M Floral Print Maxi Summer Dress - Olive Green
SRCH_002267,CUST_01225,running shoes,Footwear,2026-03-27 18:57:35,1,Adidas Comfort Walking Slip-On Shoes - Rose Gold
SRCH_002268,CUST_02887,bedding,Home,2026-04-18 16:38:35,1,IKEA 100% Cotton 300TC Double Bed Sheet
SRCH_002269,CUST_02545,storage & containers,Kitchen,2026-03-16 17:56:35,1,Wonderchef Airtight Glass Food Storage Jars - Charcoal
SRCH_002270,CUST_00513,fitness equipment,Sports,2026-08-28 04:22:35,1,Cosco Extra Thick Non-Slip Eco Yoga Mat
SRCH_002271,CUST_00338,audio,Electronics,2026-04-18 01:53:35,1,JBL Digital Mirrorless Camera - Silver
SRCH_002272,CUST_02277,fashion,Fashion,2026-04-23 00:12:35,1,Levis Floral Print Maxi Summer Dress - Olive Green
SRCH_002273,CUST_02110,technology,Books,2026-05-28 08:05:35,1,O'Reilly Deep Work: Focused Success in a Distracted World - Space Gray
SRCH_002274,CUST_02142,office,Furniture,2026-07-17 03:06:35,1,Sleepyhead Modern Engineered Wood Computer Desk
SRCH_002275,CUST_01793,running shoes,Footwear,2026-06-02 20:04:35,1,Adidas Waterproof Outdoor Hiking Boots
SRCH_002276,CUST_02017,home,Home,2026-05-25 20:55:35,1,IKEA Velvet Touch Blackout Window Curtains - Midnight Black
SRCH_002277,CUST_01756,books,Books,2026-04-07 05:18:35,1,Penguin Atomic Habits: Build Good Habits - Crimson Red
SRCH_002278,CUST_02169,men's clothing,Fashion,2026-06-22 00:02:35,1,H&M Tailored Formal Oxford Shirt
SRCH_002279,CUST_02195,technology,Books,2026-06-23 15:36:35,1,Bloomsbury Designing Data-Intensive Applications - Olive Green
SRCH_002280,CUST_00316,winterwear,Fashion,2026-06-05 06:42:35,1,Levis Casual Stretch Chino Trousers
SRCH_002281,CUST_01690,running shoes,Footwear,2026-06-29 06:21:35,1,Adidas Cushioned Running Shoes - Silver
SRCH_002282,CUST_01915,footwear,Footwear,2026-05-15 22:15:35,1,Puma Genuine Leather Oxford Shoes
SRCH_002283,CUST_01542,technology,Books,2026-08-31 12:31:35,1,HarperCollins Atomic Habits: Build Good Habits - Charcoal
SRCH_002284,CUST_01711,electronics,Electronics,2026-05-09 11:08:35,1,JBL Smart Fitness Watch
SRCH_002285,CUST_01656,television,Electronics,2026-03-26 02:59:35,1,Sony 4K Ultra HD Smart TV 55-inch
SRCH_002286,CUST_01904,furniture,Furniture,2026-03-18 00:53:35,1,Urban Ladder Orthopedic Memory Foam Mattress 6-inch
SRCH_002287,CUST_01509,accessories,Accessories,2026-09-06 06:55:35,1,Spigen 9H Tempered Glass Screen Protector (2-Pack)
SRCH_002288,CUST_00422,kitchen,Kitchen,2026-08-03 00:38:35,1,Prestige Airtight Glass Food Storage Jars
SRCH_002289,CUST_02882,electronics,Electronics,2026-08-10 01:51:35,1,JBL Noise Cancelling Wireless Earbuds - Space Gray
SRCH_002290,CUST_02192,accessories,Gaming,2026-05-12 21:52:35,1,Logitech G Surround Sound Gaming Headset with Mic
SRCH_002291,CUST_02392,footwear,Footwear,2026-08-23 23:51:35,1,Bata Genuine Leather Oxford Shoes - Navy Blue
SRCH_002292,CUST_02114,accessories,Gaming,2026-08-01 23:46:35,1,SteelSeries Surround Sound Gaming Headset with Mic - Classic Beige
SRCH_002293,CUST_02047,furniture,Furniture,2026-07-21 13:27:35,1,Wakefit Modern Engineered Wood Computer Desk - Silver
SRCH_002294,CUST_01718,shaving & grooming,Personal Care,2026-08-29 04:38:35,1,Oral-B Gentle Sulfate-Free Moisturizing Body Lotion
SRCH_002295,CUST_01807,office,Furniture,2026-04-06 21:52:35,1,Urban Ladder Minimalist Nesting Coffee Tables
SRCH_002296,CUST_01226,student laptops,Laptops,2026-04-12 19:55:35,1,Apple Student Essential Laptop
SRCH_002297,CUST_02486,outdoor sports,Sports,2026-03-29 22:51:35,1,Nivia Anti-Burst Gym Exercise Ball with Pump
SRCH_002298,CUST_01875,budget,Mobiles,2026-04-19 16:18:35,1,Motorola Battery King Phone 6000mAh
SRCH_002299,CUST_00840,technology,Books,2026-06-02 07:45:35,1,Bloomsbury The Psychology of Money
SRCH_002300,CUST_02781,business & finance,Books,2026-07-10 11:04:35,1,Bloomsbury The Psychology of Money
SRCH_002301,CUST_02140,audio,Electronics,2026-03-13 03:26:35,1,LG Action Camera 4K Waterproof
SRCH_002302,CUST_00977,mobiles,Mobiles,2026-06-13 11:14:35,1,Xiaomi Smooth Display Mid-Range 5G - Space Gray
SRCH_002303,CUST_02876,bags & backpacks,Accessories,2026-07-19 11:49:35,1,American Tourister Magnetic Qi Fast Wireless Charger Stand
SRCH_002304,CUST_00252,wearables,Electronics,2026-07-23 12:49:35,1,Sennheiser Compact Bluetooth Speaker
SRCH_002305,CUST_02947,fashion,Fashion,2026-07-12 05:31:35,1,Adidas Floral Print Maxi Summer Dress - Silver
SRCH_002306,CUST_02479,sports,Sports,2026-06-01 03:35:35,1,Puma Extra Thick Non-Slip Eco Yoga Mat
SRCH_002307,CUST_01464,office,Furniture,2026-08-12 14:48:35,1,Urban Ladder Contemporary 3-Seater Fabric Sofa - Rose Gold
SRCH_002308,CUST_02986,ultrabooks,Laptops,2026-07-16 19:54:35,1,MSI Pro Gaming Laptop RTX 4070 - Charcoal
SRCH_002309,CUST_00355,ultrabooks,Laptops,2026-06-05 03:52:35,1,Asus Ultra-Slim Metal Ultrabook - Navy Blue
SRCH_002310,CUST_00070,business & finance,Books,2026-05-21 03:48:35,1,Bloomsbury Atomic Habits: Build Good Habits - Crimson Red
SRCH_002311,CUST_02528,gaming,Gaming,2026-06-11 00:46:35,1,Corsair RGB Mechanical Gaming Keyboard - Rose Gold
SRCH_002312,CUST_00447,home,Home,2026-05-23 01:25:35,1,Home Centre Handwoven Boho Area Rug
SRCH_002313,CUST_01907,mobiles,Mobiles,2026-04-17 08:56:35,1,Google Smooth Display Mid-Range 5G - Midnight Black
SRCH_002314,CUST_02344,mobile accessories,Accessories,2026-04-12 21:06:35,1,Portronics Water-Resistant Laptop Backpack 15.6-inch - Space Gray
SRCH_002315,CUST_02178,budget,Mobiles,2026-08-28 16:36:35,1,Motorola Smartphone Ultra 5G
SRCH_002316,CUST_00276,audio,Electronics,2026-07-20 20:14:35,1,JBL Smart Fitness Watch
SRCH_002317,CUST_01302,fashion,Fashion,2026-03-28 06:53:35,1,FabIndia Solid Crew Neck Cotton T-Shirt - Midnight Black
SRCH_002318,CUST_01026,cooking essentials,Grocery,2026-05-15 08:03:35,1,Saffola Organic Green Tea Herbal Infusion 100 Bags - Midnight Black
SRCH_002319,CUST_02749,business & finance,Books,2026-05-09 01:47:35,1,O'Reilly Deep Work: Focused Success in a Distracted World - Charcoal
SRCH_002320,CUST_02239,shaving & grooming,Personal Care,2026-05-17 15:55:35,1,Gillette Cordless Rechargeable Beard Trimmer - Charcoal
SRCH_002321,CUST_01682,technology,Books,2026-03-18 18:16:35,1,Penguin Designing Data-Intensive Applications
SRCH_002322,CUST_00460,skincare,Beauty,2026-06-12 07:41:35,1,L'Oreal Matte Liquid Longwear Foundation - Olive Green
SRCH_002323,CUST_01800,running shoes,Footwear,2026-09-07 01:15:35,1,Puma Comfort Walking Slip-On Shoes
SRCH_002324,CUST_02959,television,Electronics,2026-04-12 15:11:35,1,Bose Noise Cancelling Wireless Earbuds
SRCH_002325,CUST_01566,men's clothing,Fashion,2026-05-13 02:57:35,1,Puma Cozy Fleece Pullover Hoodie - Rose Gold
SRCH_002326,CUST_01157,wearables,Electronics,2026-06-21 18:32:35,1,Boat Smart Fitness Watch
SRCH_002327,CUST_00708,personal care,Personal Care,2026-07-17 22:46:35,1,Gillette Sonic Electric Toothbrush with Timer
SRCH_002328,CUST_01148,audio,Electronics,2026-06-22 22:43:35,1,JBL Digital Mirrorless Camera - Silver
SRCH_002329,CUST_00502,budget,Mobiles,2026-08-11 03:52:35,1,Motorola Sleek Curve Screen 5G Phone - Charcoal
SRCH_002330,CUST_02173,decor,Home,2026-04-15 02:51:35,1,Spaces 100% Cotton 300TC Double Bed Sheet - Classic Beige
SRCH_002331,CUST_02224,home,Home,2026-03-20 18:21:35,1,Philips Velvet Touch Blackout Window Curtains - Space Gray
SRCH_002332,CUST_01707,running shoes,Footwear,2026-08-17 12:52:35,1,Bata Waterproof Outdoor Hiking Boots - Pearl White
SRCH_002333,CUST_00358,business & finance,Books,2026-05-30 16:18:35,1,Random House Designing Data-Intensive Applications - Midnight Black
SRCH_002334,CUST_01142,mobiles,Mobiles,2026-04-22 11:59:35,1,Motorola Battery King Phone 6000mAh
SRCH_002335,CUST_02162,makeup,Beauty,2026-09-03 18:35:35,1,Maybelline Matte Velvet Long-Stay Lipstick - Silver
SRCH_002336,CUST_01118,running shoes,Footwear,2026-03-18 18:23:35,1,Bata Cushioned Running Shoes
SRCH_002337,CUST_00275,care,Personal Care,2026-05-18 19:07:35,1,Gillette Gentle Sulfate-Free Moisturizing Body Lotion - Navy Blue
SRCH_002338,CUST_00949,accessories,Accessories,2026-04-03 02:12:35,1,Portronics Water-Resistant Laptop Backpack 15.6-inch - Space Gray
SRCH_002339,CUST_00681,ultrabooks,Laptops,2026-05-05 19:37:35,1,Lenovo Student Essential Laptop
SRCH_002340,CUST_00875,home,Home,2026-08-08 07:40:35,1,D'Decor Velvet Touch Blackout Window Curtains
SRCH_002341,CUST_01533,home,Home,2026-04-13 22:31:35,1,Philips Velvet Touch Blackout Window Curtains - Space Gray
SRCH_002342,CUST_00582,beverages,Grocery,2026-05-12 23:39:35,1,Tata Organic Green Tea Herbal Infusion 100 Bags
SRCH_002343,CUST_00789,electronics,Electronics,2026-08-15 12:09:35,1,LG 4K Ultra HD Smart TV 55-inch - Olive Green
SRCH_002344,CUST_02386,television,Electronics,2026-04-27 23:15:35,1,LG Action Camera 4K Waterproof
SRCH_002345,CUST_00127,bath & body,Personal Care,2026-05-04 09:51:35,1,Colgate Deep Cleansing Charcoal Body Wash 500ml
SRCH_002346,CUST_01435,bedding,Home,2026-07-19 06:30:35,1,Spaces 100% Cotton 300TC Double Bed Sheet - Classic Beige
SRCH_002347,CUST_01873,fashion,Fashion,2026-03-28 11:56:35,1,FabIndia Tailored Formal Oxford Shirt - Rose Gold
SRCH_002348,CUST_01234,beauty,Beauty,2026-08-18 20:27:35,1,The Ordinary Matte Velvet Long-Stay Lipstick - Charcoal
SRCH_002349,CUST_01657,fragrances,Beauty,2026-07-03 16:42:35,1,Nivea Luxury Eau De Parfum 100ml
SRCH_002350,CUST_00327,yoga,Sports,2026-04-20 14:02:35,1,Puma Quick Dry Athletic Training Shorts - Midnight Black
SRCH_002351,CUST_02124,office,Furniture,2026-08-12 05:35:35,1,Sleepyhead Ergonomic Mesh High-Back Office Chair
SRCH_002352,CUST_01729,decor,Home,2026-03-17 23:42:35,1,IKEA 100% Cotton 300TC Double Bed Sheet - Pearl White
SRCH_002353,CUST_00519,wearables,Electronics,2026-09-01 11:40:35,1,Samsung Noise Cancelling Wireless Earbuds - Pearl White
SRCH_002354,CUST_00138,fitness equipment,Sports,2026-05-24 13:37:35,1,Puma Adjustable Hex Dumbbells Pair
SRCH_002355,CUST_01386,accessories,Gaming,2026-08-28 00:50:35,1,Logitech G Surround Sound Gaming Headset with Mic - Midnight Black
SRCH_002356,CUST_00769,fashion,Fashion,2026-03-21 20:48:35,1,Nike Floral Print Maxi Summer Dress - Charcoal
SRCH_002357,CUST_01543,small appliances,Kitchen,2026-04-08 21:37:35,1,Milton Stainless Steel Chef Knife Set - Charcoal
SRCH_002358,CUST_02049,television,Electronics,2026-05-13 23:20:35,1,Samsung Noise Cancelling Wireless Earbuds - Silver
SRCH_002359,CUST_00218,running shoes,Footwear,2026-04-01 05:53:35,1,Puma Comfort Walking Slip-On Shoes
SRCH_002360,CUST_02028,bags & backpacks,Accessories,2026-06-03 22:17:35,1,Logitech Shockproof Clear Phone Case - Charcoal
SRCH_002361,CUST_02384,footwear,Footwear,2026-05-20 21:03:35,1,Reebok Waterproof Outdoor Hiking Boots - Rose Gold
SRCH_002362,CUST_02297,home,Home,2026-08-30 17:53:35,1,Spaces 100% Cotton 300TC Double Bed Sheet - Rose Gold
SRCH_002363,CUST_01908,laptops,Laptops,2026-04-08 13:00:35,1,Acer Ultra-Slim Metal Ultrabook - Olive Green
SRCH_002364,CUST_01964,mid-range,Mobiles,2026-08-31 00:39:35,1,Motorola Battery King Phone 6000mAh
SRCH_002365,CUST_01456,sports,Sports,2026-04-29 03:45:35,1,Puma Anti-Burst Gym Exercise Ball with Pump - Silver
SRCH_002366,CUST_02765,footwear,Footwear,2026-05-24 02:53:35,1,Skechers Comfort Walking Slip-On Shoes
SRCH_002367,CUST_00400,beauty,Beauty,2026-05-17 11:40:35,1,Maybelline Keratin Smoothing Hair Mask
SRCH_002368,CUST_02665,gaming laptops,Laptops,2026-06-11 05:20:35,1,Apple Creator Studio Laptop 4K OLED - Midnight Black
SRCH_002369,CUST_00248,home,Home,2026-04-24 03:43:35,1,Philips 100% Cotton 300TC Double Bed Sheet - Rose Gold
SRCH_002370,CUST_00875,bedding,Home,2026-08-06 00:15:35,1,Solimo 100% Cotton 300TC Double Bed Sheet
SRCH_002371,CUST_02121,bath & body,Personal Care,2026-09-06 01:25:35,1,Gillette Gentle Sulfate-Free Moisturizing Body Lotion - Navy Blue
SRCH_002372,CUST_02097,office,Furniture,2026-07-24 09:10:35,1,Sleepyhead Modern Engineered Wood Computer Desk - Charcoal
SRCH_002373,CUST_01816,accessories,Accessories,2026-06-12 04:18:35,1,Portronics Multi-Port 7-in-1 USB-C Hub Adapter - Midnight Black
SRCH_002374,CUST_01436,grocery,Grocery,2026-05-14 03:11:35,1,Saffola Cold-Pressed Extra Virgin Olive Oil 1L - Crimson Red
SRCH_002375,CUST_02648,living room,Furniture,2026-04-29 09:29:35,1,Wakefit Ergonomic Mesh High-Back Office Chair
SRCH_002376,CUST_00245,books,Books,2026-07-12 01:09:35,1,O'Reilly The Psychology of Money - Charcoal
SRCH_002377,CUST_01040,technology,Books,2026-07-25 01:58:35,1,HarperCollins Python Machine Learning & AI Mastery
SRCH_002378,CUST_02874,budget,Mobiles,2026-07-06 20:58:35,1,Motorola Sleek Curve Screen 5G Phone
SRCH_002379,CUST_01950,bedding,Home,2026-04-29 12:59:35,1,Spaces Velvet Touch Blackout Window Curtains - Rose Gold
SRCH_002380,CUST_01541,technology,Books,2026-03-13 07:01:35,1,Penguin Designing Data-Intensive Applications - Midnight Black
SRCH_002381,CUST_01198,technology,Books,2026-03-11 19:43:35,1,O'Reilly The Psychology of Money
SRCH_002382,CUST_01154,bags & backpacks,Accessories,2026-04-17 15:47:35,1,Anker Shockproof Clear Phone Case - Crimson Red
SRCH_002383,CUST_00114,shaving & grooming,Personal Care,2026-05-23 20:15:35,1,Gillette Deep Cleansing Charcoal Body Wash 500ml
SRCH_002384,CUST_00803,outdoor sports,Sports,2026-04-25 12:58:35,1,Yonex Carbon Fiber Badminton Racket - Navy Blue
SRCH_002385,CUST_01957,books,Books,2026-07-18 16:41:35,1,Random House Designing Data-Intensive Applications - Olive Green
SRCH_002386,CUST_01717,smart devices,Electronics,2026-04-16 13:52:35,1,LG Smart Wi-Fi Security Camera - Midnight Black
SRCH_002387,CUST_01227,accessories,Gaming,2026-07-31 12:53:35,1,Razer Next-Gen Home Gaming Console 1TB - Navy Blue
SRCH_002388,CUST_00004,fragrances,Beauty,2026-06-04 10:52:35,1,L'Oreal Matte Velvet Long-Stay Lipstick
SRCH_002389,CUST_02453,mobile accessories,Accessories,2026-08-15 09:29:35,1,Logitech Water-Resistant Laptop Backpack 15.6-inch - Crimson Red
SRCH_002390,CUST_00504,ultrabooks,Laptops,2026-06-25 18:00:35,1,Apple Student Essential Laptop
SRCH_002391,CUST_02900,winterwear,Fashion,2026-08-15 15:59:35,1,FabIndia Casual Stretch Chino Trousers
SRCH_002392,CUST_02671,decor,Home,2026-03-20 14:56:35,1,Spaces Velvet Touch Blackout Window Curtains - Rose Gold
SRCH_002393,CUST_02133,television,Electronics,2026-07-07 13:17:35,1,Bose Bass Soundbar with Subwoofer - Midnight Black
SRCH_002394,CUST_02682,men's clothing,Fashion,2026-04-01 07:38:35,1,H&M Denim Trucker Jacket - Midnight Black
SRCH_002395,CUST_00295,accessories,Gaming,2026-06-10 00:15:35,1,PlayStation Next-Gen Home Gaming Console 1TB - Charcoal
SRCH_002396,CUST_00835,sports,Sports,2026-05-27 19:29:35,1,Boldfit Anti-Burst Gym Exercise Ball with Pump - Crimson Red
SRCH_002397,CUST_02480,books,Books,2026-04-20 10:41:35,1,Random House Deep Work: Focused Success in a Distracted World - Navy Blue
SRCH_002398,CUST_00131,controllers,Gaming,2026-04-17 03:35:35,1,Razer Next-Gen Home Gaming Console 1TB - Navy Blue
SRCH_002399,CUST_02923,storage & containers,Kitchen,2026-04-14 12:34:35,1,Philips Electric Rapid Air Fryer 4.5L - Midnight Black
SRCH_002400,CUST_00664,budget,Mobiles,2026-03-17 02:37:35,1,Realme NextGen Smartphone Pro Max - Charcoal
SRCH_002401,CUST_01457,electronics,Electronics,2026-06-25 07:22:35,1,Samsung Noise Cancelling Wireless Earbuds
SRCH_002402,CUST_00306,fitness equipment,Sports,2026-05-03 18:02:35,1,Cosco Extra Thick Non-Slip Eco Yoga Mat - Olive Green
SRCH_002403,CUST_01101,business & finance,Books,2026-07-14 21:27:35,1,O'Reilly Python Machine Learning & AI Mastery
SRCH_002404,CUST_00603,audio,Electronics,2026-04-04 13:16:35,1,Bose Smart Home Voice Hub
SRCH_002405,CUST_00005,yoga,Sports,2026-03-15 19:26:35,1,Boldfit Adjustable Hex Dumbbells Pair
SRCH_002406,CUST_02616,mid-range,Mobiles,2026-08-17 09:27:35,1,Realme Battery King Phone 6000mAh - Crimson Red
SRCH_002407,CUST_00668,business & finance,Books,2026-06-26 03:04:35,1,O'Reilly Atomic Habits: Build Good Habits - Rose Gold
SRCH_002408,CUST_02066,yoga,Sports,2026-05-14 09:58:35,1,Yonex Carbon Fiber Badminton Racket - Navy Blue
SRCH_002409,CUST_02509,office,Furniture,2026-06-21 06:55:35,1,Godrej Interio Orthopedic Memory Foam Mattress 6-inch
SRCH_002410,CUST_02878,beverages,Grocery,2026-03-30 21:46:35,1,Nestle Organic Green Tea Herbal Infusion 100 Bags - Pearl White
SRCH_002411,CUST_02006,sneakers,Footwear,2026-07-16 04:17:35,1,Reebok Genuine Leather Oxford Shoes
SRCH_002412,CUST_02891,men's clothing,Fashion,2026-05-11 14:42:35,1,Zara Denim Trucker Jacket - Space Gray
SRCH_002413,CUST_02421,gaming,Gaming,2026-06-21 02:59:35,1,Logitech G Surround Sound Gaming Headset with Mic
SRCH_002414,CUST_01747,bedding,Home,2026-06-09 23:01:35,1,Home Centre Handwoven Boho Area Rug - Pearl White
