Interaction_ID,Customer_ID,Product_ID,Interaction_Type,Timestamp,Session_ID,Search_Keyword,Category,Device,Time_Spent,Product_Viewed,Added_To_Wishlist,Added_To_Cart,Purchased,Rating_Given
INT_0014637,CUST_02233,PROD_00037,View,2026-05-19 09:02:26,SESS_226422,,Electronics,Mobile App,122,1,0,0,0,0
INT_0014638,CUST_02233,PROD_00037,Wishlist,2026-05-19 09:02:26,SESS_226422,,Electronics,Mobile App,19,1,1,0,0,0
INT_0014639,CUST_02233,PROD_00037,Cart,2026-05-19 09:02:26,SESS_226422,,Electronics,Mobile App,89,1,1,1,0,0
INT_0014640,CUST_02233,PROD_00037,Purchase,2026-05-19 09:02:26,SESS_226422,,Electronics,Mobile App,253,1,1,1,1,0
INT_0014641,CUST_01864,PROD_00427,Search,2026-04-18 12:28:35,SESS_211654,technology,Books,Mobile Web,27,0,0,0,0,0
INT_0014642,CUST_01864,PROD_00435,View,2026-04-18 12:30:08,SESS_211654,,Books,Mobile Web,162,1,0,0,0,0
INT_0014643,CUST_01864,PROD_00435,Cart,2026-04-18 12:30:08,SESS_211654,,Books,Mobile Web,40,1,0,1,0,0
INT_0014644,CUST_01999,PROD_00105,Search,2026-08-03 13:07:35,SESS_523742,laptops,Laptops,Desktop,32,0,0,0,0,0
INT_0014645,CUST_01999,PROD_00109,View,2026-08-03 13:09:48,SESS_523742,,Laptops,Desktop,188,1,0,0,0,0
INT_0014646,CUST_01999,PROD_00109,Wishlist,2026-08-03 13:09:48,SESS_523742,,Laptops,Desktop,26,1,1,0,0,0
INT_0014647,CUST_01999,PROD_00126,View,2026-08-03 13:10:52,SESS_523742,,Laptops,Desktop,117,1,0,0,0,0
INT_0014648,CUST_01999,PROD_00126,Cart,2026-08-03 13:10:52,SESS_523742,,Laptops,Desktop,81,1,0,1,0,0
INT_0014649,CUST_01999,PROD_00100,View,2026-08-03 13:13:47,SESS_523742,,Laptops,Desktop,120,1,0,0,0,0
INT_0014650,CUST_01999,PROD_00100,Wishlist,2026-08-03 13:13:47,SESS_523742,,Laptops,Desktop,11,1,1,0,0,0
INT_0014651,CUST_01999,PROD_00100,Cart,2026-08-03 13:13:47,SESS_523742,,Laptops,Desktop,56,1,1,1,0,0
INT_0014652,CUST_01287,PROD_00500,Search,2026-06-29 22:26:35,SESS_955938,accessories,Gaming,Desktop,31,0,0,0,0,0
INT_0014653,CUST_01287,PROD_00491,View,2026-06-29 22:29:12,SESS_955938,,Gaming,Desktop,115,1,0,0,0,0
INT_0014654,CUST_01287,PROD_00469,View,2026-06-29 22:30:55,SESS_955938,,Gaming,Desktop,215,1,0,0,0,0
INT_0014655,CUST_01287,PROD_00488,View,2026-06-29 22:32:43,SESS_955938,,Gaming,Desktop,186,1,0,0,0,0
INT_0014656,CUST_01287,PROD_00488,Cart,2026-06-29 22:32:43,SESS_955938,,Gaming,Desktop,22,1,0,1,0,0
INT_0014657,CUST_02076,PROD_00319,Search,2026-08-18 07:24:35,SESS_677006,storage & containers,Kitchen,Mobile App,33,0,0,0,0,0
INT_0014658,CUST_02076,PROD_00307,View,2026-08-18 07:26:00,SESS_677006,,Kitchen,Mobile App,189,1,0,0,0,0
INT_0014659,CUST_01572,PROD_00317,Search,2026-06-26 19:23:35,SESS_548389,cookware,Kitchen,Mobile Web,59,0,0,0,0,0
INT_0014660,CUST_01572,PROD_00315,View,2026-06-26 19:25:38,SESS_548389,,Kitchen,Mobile Web,136,1,0,0,0,0
INT_0014661,CUST_01572,PROD_00315,Wishlist,2026-06-26 19:25:38,SESS_548389,,Kitchen,Mobile Web,25,1,1,0,0,0
INT_0014662,CUST_01572,PROD_00300,View,2026-06-26 19:28:31,SESS_548389,,Kitchen,Mobile Web,45,1,0,0,0,0
INT_0014663,CUST_01572,PROD_00300,Cart,2026-06-26 19:28:31,SESS_548389,,Kitchen,Mobile Web,61,1,0,1,0,0
INT_0014664,CUST_01572,PROD_00314,View,2026-06-26 19:30:48,SESS_548389,,Kitchen,Mobile Web,31,1,0,0,0,0
INT_0014665,CUST_00326,PROD_00291,Search,2026-05-13 02:54:35,SESS_720061,home,Home,Tablet,46,0,0,0,0,0
INT_0014666,CUST_00326,PROD_00282,View,2026-05-13 02:57:25,SESS_720061,,Home,Tablet,43,1,0,0,0,0
INT_0014667,CUST_00326,PROD_00282,Wishlist,2026-05-13 02:57:25,SESS_720061,,Home,Tablet,30,1,1,0,0,0
INT_0014668,CUST_00326,PROD_00267,View,2026-05-13 02:59:30,SESS_720061,,Home,Tablet,230,1,0,0,0,0
INT_0014669,CUST_00326,PROD_00267,Cart,2026-05-13 02:59:30,SESS_720061,,Home,Tablet,22,1,0,1,0,0
INT_0014670,CUST_00326,PROD_00260,View,2026-05-13 03:00:11,SESS_720061,,Home,Tablet,121,1,0,0,0,0
INT_0014671,CUST_00326,PROD_00260,Cart,2026-05-13 03:00:11,SESS_720061,,Home,Tablet,77,1,0,1,0,0
INT_0014672,CUST_00326,PROD_00272,View,2026-05-13 03:00:47,SESS_720061,,Home,Tablet,66,1,0,0,0,0
INT_0014673,CUST_02549,PROD_00164,Search,2026-07-15 05:39:35,SESS_467656,fashion,Fashion,Mobile App,39,0,0,0,0,0
INT_0014674,CUST_02549,PROD_00162,View,2026-07-15 05:41:55,SESS_467656,,Fashion,Mobile App,173,1,0,0,0,0
INT_0014675,CUST_02549,PROD_00162,Wishlist,2026-07-15 05:41:55,SESS_467656,,Fashion,Mobile App,25,1,1,0,0,0
INT_0014676,CUST_02549,PROD_00162,Cart,2026-07-15 05:41:55,SESS_467656,,Fashion,Mobile App,39,1,1,1,0,0
INT_0014677,CUST_02549,PROD_00162,Purchase,2026-07-15 05:41:55,SESS_467656,,Fashion,Mobile App,154,1,1,1,1,0
INT_0014678,CUST_02549,PROD_00162,Rating,2026-07-17 05:41:55,SESS_467656,,Fashion,Mobile App,36,1,1,1,1,4
INT_0014679,CUST_02549,PROD_00147,View,2026-07-15 05:42:52,SESS_467656,,Fashion,Mobile App,142,1,0,0,0,0
INT_0014680,CUST_02549,PROD_00147,Wishlist,2026-07-15 05:42:52,SESS_467656,,Fashion,Mobile App,20,1,1,0,0,0
INT_0014681,CUST_00515,PROD_00626,Search,2026-05-08 04:12:35,SESS_212138,shaving & grooming,Personal Care,Mobile App,52,0,0,0,0,0
INT_0014682,CUST_00515,PROD_00591,View,2026-05-08 04:13:40,SESS_212138,,Personal Care,Mobile App,87,1,0,0,0,0
INT_0014683,CUST_00515,PROD_00614,View,2026-05-08 04:14:15,SESS_212138,,Personal Care,Mobile App,143,1,0,0,0,0
INT_0014684,CUST_00515,PROD_00614,Cart,2026-05-08 04:14:15,SESS_212138,,Personal Care,Mobile App,77,1,0,1,0,0
INT_0014685,CUST_00515,PROD_00618,View,2026-05-08 04:15:27,SESS_212138,,Personal Care,Mobile App,110,1,0,0,0,0
INT_0014686,CUST_00515,PROD_00611,View,2026-05-08 04:16:24,SESS_212138,,Personal Care,Mobile App,82,1,0,0,0,0
INT_0014687,CUST_00515,PROD_00611,Wishlist,2026-05-08 04:16:24,SESS_212138,,Personal Care,Mobile App,30,1,1,0,0,0
INT_0014688,CUST_00515,PROD_00611,Cart,2026-05-08 04:16:24,SESS_212138,,Personal Care,Mobile App,85,1,1,1,0,0
INT_0014689,CUST_00515,PROD_00611,Purchase,2026-05-08 04:16:24,SESS_212138,,Personal Care,Mobile App,226,1,1,1,1,0
INT_0014690,CUST_02377,PROD_00580,Search,2026-06-05 05:03:35,SESS_123917,grocery,Grocery,Mobile App,24,0,0,0,0,0
INT_0014691,CUST_02377,PROD_00560,View,2026-06-05 05:04:14,SESS_123917,,Grocery,Mobile App,91,1,0,0,0,0
INT_0014692,CUST_02377,PROD_00560,Cart,2026-06-05 05:04:14,SESS_123917,,Grocery,Mobile App,28,1,0,1,0,0
INT_0014693,CUST_02377,PROD_00560,Purchase,2026-06-05 05:04:14,SESS_123917,,Grocery,Mobile App,65,1,0,1,1,0
INT_0014694,CUST_02377,PROD_00549,View,2026-06-05 05:06:06,SESS_123917,,Grocery,Mobile App,193,1,0,0,0,0
INT_0014695,CUST_02377,PROD_00567,View,2026-06-05 05:09:03,SESS_123917,,Grocery,Mobile App,145,1,0,0,0,0
INT_0014696,CUST_02377,PROD_00567,Cart,2026-06-05 05:09:03,SESS_123917,,Grocery,Mobile App,60,1,0,1,0,0
INT_0014697,CUST_02377,PROD_00567,Purchase,2026-06-05 05:09:03,SESS_123917,,Grocery,Mobile App,112,1,0,1,1,0
INT_0014698,CUST_02377,PROD_00567,Rating,2026-06-11 05:09:03,SESS_123917,,Grocery,Mobile App,56,1,0,1,1,4
INT_0014699,CUST_01717,PROD_00031,Search,2026-07-23 02:02:35,SESS_694653,smart devices,Electronics,Mobile Web,30,0,0,0,0,0
INT_0014700,CUST_01717,PROD_00029,View,2026-07-23 02:05:08,SESS_694653,,Electronics,Mobile Web,73,1,0,0,0,0
INT_0014701,CUST_01717,PROD_00029,Cart,2026-07-23 02:05:08,SESS_694653,,Electronics,Mobile Web,73,1,0,1,0,0
INT_0014702,CUST_01717,PROD_00029,Purchase,2026-07-23 02:05:08,SESS_694653,,Electronics,Mobile Web,138,1,0,1,1,0
INT_0014703,CUST_01717,PROD_00003,View,2026-07-23 02:08:03,SESS_694653,,Electronics,Mobile Web,172,1,0,0,0,0
INT_0014704,CUST_01717,PROD_00003,Wishlist,2026-07-23 02:08:03,SESS_694653,,Electronics,Mobile Web,6,1,1,0,0,0
INT_0014705,CUST_02423,PROD_00197,Search,2026-04-08 22:22:35,SESS_369207,running shoes,Footwear,Tablet,51,0,0,0,0,0
INT_0014706,CUST_02423,PROD_00200,View,2026-04-08 22:25:14,SESS_369207,,Footwear,Tablet,115,1,0,0,0,0
INT_0014707,CUST_02423,PROD_00172,View,2026-04-08 22:27:21,SESS_369207,,Footwear,Tablet,120,1,0,0,0,0
INT_0014708,CUST_02423,PROD_00172,Cart,2026-04-08 22:27:21,SESS_369207,,Footwear,Tablet,57,1,0,1,0,0
INT_0014709,CUST_01221,PROD_00587,Search,2026-06-25 04:52:35,SESS_665594,grocery,Grocery,Desktop,21,0,0,0,0,0
INT_0014710,CUST_01221,PROD_00576,View,2026-06-25 04:54:05,SESS_665594,,Grocery,Desktop,34,1,0,0,0,0
INT_0014711,CUST_01221,PROD_00576,Wishlist,2026-06-25 04:54:05,SESS_665594,,Grocery,Desktop,13,1,1,0,0,0
INT_0014712,CUST_01221,PROD_00552,View,2026-06-25 04:55:14,SESS_665594,,Grocery,Desktop,166,1,0,0,0,0
INT_0014713,CUST_01221,PROD_00573,View,2026-06-25 04:56:07,SESS_665594,,Grocery,Desktop,74,1,0,0,0,0
INT_0014714,CUST_01221,PROD_00573,Cart,2026-06-25 04:56:07,SESS_665594,,Grocery,Desktop,36,1,0,1,0,0
INT_0014715,CUST_01221,PROD_00556,View,2026-06-25 04:57:14,SESS_665594,,Grocery,Desktop,205,1,0,0,0,0
INT_0014716,CUST_01378,PROD_00496,Search,2026-05-26 12:30:35,SESS_290177,accessories,Gaming,Mobile Web,29,0,0,0,0,0
INT_0014717,CUST_01378,PROD_00483,View,2026-05-26 12:31:49,SESS_290177,,Gaming,Mobile Web,203,1,0,0,0,0
INT_0014718,CUST_01378,PROD_00483,Wishlist,2026-05-26 12:31:49,SESS_290177,,Gaming,Mobile Web,11,1,1,0,0,0
INT_0014719,CUST_01378,PROD_00483,Cart,2026-05-26 12:31:49,SESS_290177,,Gaming,Mobile Web,34,1,1,1,0,0
INT_0014720,CUST_01378,PROD_00483,Purchase,2026-05-26 12:31:49,SESS_290177,,Gaming,Mobile Web,158,1,1,1,1,0
INT_0014721,CUST_01483,PROD_00485,Search,2026-06-23 06:37:35,SESS_996518,accessories,Gaming,Mobile App,31,0,0,0,0,0
INT_0014722,CUST_01483,PROD_00471,View,2026-06-23 06:39:19,SESS_996518,,Gaming,Mobile App,209,1,0,0,0,0
INT_0014723,CUST_00218,PROD_00182,Search,2026-06-13 04:54:35,SESS_214498,running shoes,Footwear,Mobile App,44,0,0,0,0,0
INT_0014724,CUST_00218,PROD_00170,View,2026-06-13 04:57:16,SESS_214498,,Footwear,Mobile App,171,1,0,0,0,0
INT_0014725,CUST_00218,PROD_00170,Wishlist,2026-06-13 04:57:16,SESS_214498,,Footwear,Mobile App,5,1,1,0,0,0
INT_0014726,CUST_00218,PROD_00175,View,2026-06-13 04:59:01,SESS_214498,,Footwear,Mobile App,123,1,0,0,0,0
INT_0014727,CUST_00218,PROD_00175,Wishlist,2026-06-13 04:59:01,SESS_214498,,Footwear,Mobile App,22,1,1,0,0,0
INT_0014728,CUST_00218,PROD_00175,Cart,2026-06-13 04:59:01,SESS_214498,,Footwear,Mobile App,31,1,1,1,0,0
INT_0014729,CUST_00218,PROD_00188,View,2026-06-13 04:59:53,SESS_214498,,Footwear,Mobile App,33,1,0,0,0,0
INT_0014730,CUST_00218,PROD_00188,Wishlist,2026-06-13 04:59:53,SESS_214498,,Footwear,Mobile App,24,1,1,0,0,0
INT_0014731,CUST_00218,PROD_00182,View,2026-06-13 05:01:06,SESS_214498,,Footwear,Mobile App,34,1,0,0,0,0
INT_0014732,CUST_00218,PROD_00182,Cart,2026-06-13 05:01:06,SESS_214498,,Footwear,Mobile App,82,1,0,1,0,0
INT_0014733,CUST_00218,PROD_00182,Purchase,2026-06-13 05:01:06,SESS_214498,,Footwear,Mobile App,97,1,0,1,1,0
INT_0014734,CUST_00218,PROD_00141,Purchase,2026-06-13 05:01:06,SESS_214498,,Fashion,Mobile App,72,1,0,1,1,0
INT_0014735,CUST_02626,PROD_00500,Search,2026-06-06 03:08:35,SESS_540311,gaming,Gaming,Desktop,34,0,0,0,0,0
INT_0014736,CUST_02626,PROD_00464,View,2026-06-06 03:11:21,SESS_540311,,Gaming,Desktop,196,1,0,0,0,0
INT_0014737,CUST_02626,PROD_00464,Cart,2026-06-06 03:11:21,SESS_540311,,Gaming,Desktop,69,1,0,1,0,0
INT_0014738,CUST_02626,PROD_00470,View,2026-06-06 03:12:50,SESS_540311,,Gaming,Desktop,77,1,0,0,0,0
INT_0014739,CUST_02626,PROD_00470,Cart,2026-06-06 03:12:50,SESS_540311,,Gaming,Desktop,43,1,0,1,0,0
INT_0014740,CUST_02626,PROD_00472,View,2026-06-06 03:15:50,SESS_540311,,Gaming,Desktop,237,1,0,0,0,0
INT_0014741,CUST_02626,PROD_00472,Cart,2026-06-06 03:15:50,SESS_540311,,Gaming,Desktop,43,1,0,1,0,0
INT_0014742,CUST_02626,PROD_00495,View,2026-06-06 03:18:17,SESS_540311,,Gaming,Desktop,179,1,0,0,0,0
INT_0014743,CUST_02626,PROD_00495,Wishlist,2026-06-06 03:18:17,SESS_540311,,Gaming,Desktop,20,1,1,0,0,0
INT_0014744,CUST_02626,PROD_00495,Cart,2026-06-06 03:18:17,SESS_540311,,Gaming,Desktop,44,1,1,1,0,0
INT_0014745,CUST_02626,PROD_00495,Purchase,2026-06-06 03:18:17,SESS_540311,,Gaming,Desktop,242,1,1,1,1,0
INT_0014746,CUST_02626,PROD_00495,Rating,2026-06-10 03:18:17,SESS_540311,,Gaming,Desktop,33,1,1,1,1,4
INT_0014747,CUST_01835,PROD_00065,Search,2026-04-29 00:34:35,SESS_826069,mid-range,Mobiles,Mobile Web,37,0,0,0,0,0
INT_0014748,CUST_01835,PROD_00083,View,2026-04-29 00:35:57,SESS_826069,,Mobiles,Mobile Web,235,1,0,0,0,0
INT_0014749,CUST_01653,PROD_00183,Search,2026-08-03 00:48:35,SESS_254727,running shoes,Footwear,Desktop,60,0,0,0,0,0
INT_0014750,CUST_01653,PROD_00208,View,2026-08-03 00:51:28,SESS_254727,,Footwear,Desktop,162,1,0,0,0,0
INT_0014751,CUST_01653,PROD_00208,Cart,2026-08-03 00:51:28,SESS_254727,,Footwear,Desktop,40,1,0,1,0,0
INT_0014752,CUST_01653,PROD_00194,View,2026-08-03 00:53:24,SESS_254727,,Footwear,Desktop,121,1,0,0,0,0
INT_0014753,CUST_02156,PROD_00289,Search,2026-04-10 03:34:35,SESS_751094,decor,Home,Mobile Web,53,0,0,0,0,0
INT_0014754,CUST_02156,PROD_00258,View,2026-04-10 03:37:31,SESS_751094,,Home,Mobile Web,156,1,0,0,0,0
INT_0014755,CUST_02156,PROD_00271,View,2026-04-10 03:38:51,SESS_751094,,Home,Mobile Web,53,1,0,0,0,0
INT_0014756,CUST_02156,PROD_00280,View,2026-04-10 03:40:30,SESS_751094,,Home,Mobile Web,24,1,0,0,0,0
INT_0014757,CUST_02156,PROD_00286,View,2026-04-10 03:41:10,SESS_751094,,Home,Mobile Web,225,1,0,0,0,0
INT_0014758,CUST_02156,PROD_00286,Cart,2026-04-10 03:41:10,SESS_751094,,Home,Mobile Web,53,1,0,1,0,0
INT_0014759,CUST_01129,PROD_00273,Search,2026-05-29 14:12:35,SESS_317986,bedding,Home,Mobile App,35,0,0,0,0,0
INT_0014760,CUST_01129,PROD_00272,View,2026-05-29 14:15:29,SESS_317986,,Home,Mobile App,232,1,0,0,0,0
INT_0014761,CUST_01129,PROD_00272,Wishlist,2026-05-29 14:15:29,SESS_317986,,Home,Mobile App,28,1,1,0,0,0
INT_0014762,CUST_01129,PROD_00269,View,2026-05-29 14:16:00,SESS_317986,,Home,Mobile App,167,1,0,0,0,0
INT_0014763,CUST_01129,PROD_00269,Wishlist,2026-05-29 14:16:00,SESS_317986,,Home,Mobile App,28,1,1,0,0,0
INT_0014764,CUST_01129,PROD_00283,View,2026-05-29 14:18:55,SESS_317986,,Home,Mobile App,155,1,0,0,0,0
INT_0014765,CUST_01129,PROD_00283,Cart,2026-05-29 14:18:55,SESS_317986,,Home,Mobile App,31,1,0,1,0,0
INT_0014766,CUST_01129,PROD_00283,Purchase,2026-05-29 14:18:55,SESS_317986,,Home,Mobile App,203,1,0,1,1,0
INT_0014767,CUST_01366,PROD_00011,Search,2026-07-16 22:00:35,SESS_957146,smart devices,Electronics,Mobile Web,53,0,0,0,0,0
INT_0014768,CUST_01366,PROD_00029,View,2026-07-16 22:02:33,SESS_957146,,Electronics,Mobile Web,231,1,0,0,0,0
INT_0014769,CUST_01366,PROD_00029,Wishlist,2026-07-16 22:02:33,SESS_957146,,Electronics,Mobile Web,24,1,1,0,0,0
INT_0014770,CUST_01366,PROD_00029,Cart,2026-07-16 22:02:33,SESS_957146,,Electronics,Mobile Web,36,1,1,1,0,0
INT_0014771,CUST_01366,PROD_00029,Purchase,2026-07-16 22:02:33,SESS_957146,,Electronics,Mobile Web,289,1,1,1,1,0
INT_0014772,CUST_01366,PROD_00029,Rating,2026-07-18 22:02:33,SESS_957146,,Electronics,Mobile Web,88,1,1,1,1,3
INT_0014773,CUST_01366,PROD_00035,View,2026-07-16 22:03:12,SESS_957146,,Electronics,Mobile Web,29,1,0,0,0,0
INT_0014774,CUST_01366,PROD_00025,View,2026-07-16 22:04:10,SESS_957146,,Electronics,Mobile Web,26,1,0,0,0,0
INT_0014775,CUST_00451,PROD_00090,Search,2026-03-25 16:54:35,SESS_554581,ultrabooks,Laptops,Mobile Web,18,0,0,0,0,0
INT_0014776,CUST_00451,PROD_00089,View,2026-03-25 16:57:19,SESS_554581,,Laptops,Mobile Web,31,1,0,0,0,0
INT_0014777,CUST_00451,PROD_00093,View,2026-03-25 16:59:06,SESS_554581,,Laptops,Mobile Web,226,1,0,0,0,0
INT_0014778,CUST_00451,PROD_00093,Cart,2026-03-25 16:59:06,SESS_554581,,Laptops,Mobile Web,77,1,0,1,0,0
INT_0014779,CUST_00451,PROD_00093,Purchase,2026-03-25 16:59:06,SESS_554581,,Laptops,Mobile Web,105,1,0,1,1,0
INT_0014780,CUST_00451,PROD_00093,Rating,2026-03-29 16:59:06,SESS_554581,,Laptops,Mobile Web,32,1,0,1,1,4
INT_0014781,CUST_00451,PROD_00539,Purchase,2026-03-25 16:59:06,SESS_554581,,Accessories,Mobile Web,94,1,0,1,1,0
INT_0014782,CUST_00914,PROD_00150,Search,2026-05-28 10:47:35,SESS_635563,men's clothing,Fashion,Mobile App,35,0,0,0,0,0
INT_0014783,CUST_00914,PROD_00157,View,2026-05-28 10:48:13,SESS_635563,,Fashion,Mobile App,181,1,0,0,0,0
INT_0014784,CUST_00914,PROD_00157,Cart,2026-05-28 10:48:13,SESS_635563,,Fashion,Mobile App,59,1,0,1,0,0
INT_0014785,CUST_00914,PROD_00157,Purchase,2026-05-28 10:48:13,SESS_635563,,Fashion,Mobile App,300,1,0,1,1,0
INT_0014786,CUST_00914,PROD_00157,Rating,2026-06-03 10:48:13,SESS_635563,,Fashion,Mobile App,79,1,0,1,1,3
INT_0014787,CUST_00914,PROD_00127,View,2026-05-28 10:50:47,SESS_635563,,Fashion,Mobile App,165,1,0,0,0,0
INT_0014788,CUST_00914,PROD_00127,Wishlist,2026-05-28 10:50:47,SESS_635563,,Fashion,Mobile App,7,1,1,0,0,0
INT_0014789,CUST_00914,PROD_00153,View,2026-05-28 10:53:06,SESS_635563,,Fashion,Mobile App,56,1,0,0,0,0
INT_0014790,CUST_00914,PROD_00153,Wishlist,2026-05-28 10:53:06,SESS_635563,,Fashion,Mobile App,15,1,1,0,0,0
INT_0014791,CUST_02105,PROD_00519,Search,2026-08-17 09:07:35,SESS_344614,accessories,Accessories,Tablet,30,0,0,0,0,0
INT_0014792,CUST_02105,PROD_00528,View,2026-08-17 09:08:39,SESS_344614,,Accessories,Tablet,73,1,0,0,0,0
INT_0014793,CUST_02105,PROD_00528,Cart,2026-08-17 09:08:39,SESS_344614,,Accessories,Tablet,61,1,0,1,0,0
INT_0014794,CUST_02105,PROD_00528,Purchase,2026-08-17 09:08:39,SESS_344614,,Accessories,Tablet,68,1,0,1,1,0
INT_0014795,CUST_02761,PROD_00566,Search,2026-03-17 01:34:35,SESS_294179,beverages,Grocery,Mobile App,53,0,0,0,0,0
INT_0014796,CUST_02761,PROD_00585,View,2026-03-17 01:35:18,SESS_294179,,Grocery,Mobile App,21,1,0,0,0,0
INT_0014797,CUST_02761,PROD_00552,View,2026-03-17 01:36:12,SESS_294179,,Grocery,Mobile App,43,1,0,0,0,0
INT_0014798,CUST_02761,PROD_00552,Wishlist,2026-03-17 01:36:12,SESS_294179,,Grocery,Mobile App,13,1,1,0,0,0
INT_0014799,CUST_00404,PROD_00200,Search,2026-07-13 09:39:35,SESS_247097,running shoes,Footwear,Tablet,46,0,0,0,0,0
INT_0014800,CUST_00404,PROD_00179,View,2026-07-13 09:42:35,SESS_247097,,Footwear,Tablet,31,1,0,0,0,0
INT_0014801,CUST_00404,PROD_00194,View,2026-07-13 09:44:48,SESS_247097,,Footwear,Tablet,231,1,0,0,0,0
INT_0014802,CUST_00404,PROD_00194,Cart,2026-07-13 09:44:48,SESS_247097,,Footwear,Tablet,60,1,0,1,0,0
INT_0014803,CUST_00404,PROD_00194,Purchase,2026-07-13 09:44:48,SESS_247097,,Footwear,Tablet,198,1,0,1,1,0
INT_0014804,CUST_00404,PROD_00194,Rating,2026-07-18 09:44:48,SESS_247097,,Footwear,Tablet,68,1,0,1,1,4
INT_0014805,CUST_00404,PROD_00204,View,2026-07-13 09:47:38,SESS_247097,,Footwear,Tablet,30,1,0,0,0,0
INT_0014806,CUST_02836,PROD_00336,Search,2026-04-19 20:22:35,SESS_724728,kitchen,Kitchen,Mobile App,16,0,0,0,0,0
INT_0014807,CUST_02836,PROD_00318,View,2026-04-19 20:23:34,SESS_724728,,Kitchen,Mobile App,167,1,0,0,0,0
INT_0014808,CUST_01846,PROD_00451,Search,2026-06-30 10:54:35,SESS_885253,business & finance,Books,Desktop,55,0,0,0,0,0
INT_0014809,CUST_01846,PROD_00426,View,2026-06-30 10:56:00,SESS_885253,,Books,Desktop,162,1,0,0,0,0
INT_0014810,CUST_01846,PROD_00426,Cart,2026-06-30 10:56:00,SESS_885253,,Books,Desktop,66,1,0,1,0,0
INT_0014811,CUST_01846,PROD_00426,Purchase,2026-06-30 10:56:00,SESS_885253,,Books,Desktop,224,1,0,1,1,0
INT_0014812,CUST_01846,PROD_00450,View,2026-06-30 10:57:10,SESS_885253,,Books,Desktop,24,1,0,0,0,0
INT_0014813,CUST_01846,PROD_00450,Wishlist,2026-06-30 10:57:10,SESS_885253,,Books,Desktop,13,1,1,0,0,0
INT_0014814,CUST_00633,PROD_00121,Search,2026-06-05 13:37:35,SESS_708839,ultrabooks,Laptops,Desktop,26,0,0,0,0,0
INT_0014815,CUST_00633,PROD_00093,View,2026-06-05 13:40:29,SESS_708839,,Laptops,Desktop,22,1,0,0,0,0
INT_0014816,CUST_00633,PROD_00088,View,2026-06-05 13:42:28,SESS_708839,,Laptops,Desktop,156,1,0,0,0,0
INT_0014817,CUST_00633,PROD_00125,View,2026-06-05 13:43:57,SESS_708839,,Laptops,Desktop,65,1,0,0,0,0
INT_0014818,CUST_00769,PROD_00144,Search,2026-08-29 02:10:35,SESS_681685,fashion,Fashion,Tablet,31,0,0,0,0,0
INT_0014819,CUST_00769,PROD_00144,View,2026-08-29 02:12:47,SESS_681685,,Fashion,Tablet,76,1,0,0,0,0
INT_0014820,CUST_00769,PROD_00144,Wishlist,2026-08-29 02:12:47,SESS_681685,,Fashion,Tablet,19,1,1,0,0,0
INT_0014821,CUST_02886,PROD_00280,Search,2026-04-01 11:04:35,SESS_436380,home,Home,Desktop,54,0,0,0,0,0
INT_0014822,CUST_02886,PROD_00276,View,2026-04-01 11:06:34,SESS_436380,,Home,Desktop,145,1,0,0,0,0
INT_0014823,CUST_02886,PROD_00276,Cart,2026-04-01 11:06:34,SESS_436380,,Home,Desktop,39,1,0,1,0,0
INT_0014824,CUST_02886,PROD_00286,View,2026-04-01 11:09:28,SESS_436380,,Home,Desktop,149,1,0,0,0,0
INT_0014825,CUST_02886,PROD_00286,Cart,2026-04-01 11:09:28,SESS_436380,,Home,Desktop,22,1,0,1,0,0
INT_0014826,CUST_02886,PROD_00273,View,2026-04-01 11:10:09,SESS_436380,,Home,Desktop,213,1,0,0,0,0
INT_0014827,CUST_02886,PROD_00262,View,2026-04-01 11:11:44,SESS_436380,,Home,Desktop,131,1,0,0,0,0
INT_0014828,CUST_02886,PROD_00262,Cart,2026-04-01 11:11:44,SESS_436380,,Home,Desktop,72,1,0,1,0,0
INT_0014829,CUST_02886,PROD_00262,Purchase,2026-04-01 11:11:44,SESS_436380,,Home,Desktop,244,1,0,1,1,0
INT_0014830,CUST_02886,PROD_00262,Rating,2026-04-03 11:11:44,SESS_436380,,Home,Desktop,35,1,0,1,1,5
INT_0014831,CUST_02655,PROD_00065,Search,2026-06-13 06:04:35,SESS_172948,mobiles,Mobiles,Desktop,22,0,0,0,0,0
INT_0014832,CUST_02655,PROD_00074,View,2026-06-13 06:06:41,SESS_172948,,Mobiles,Desktop,41,1,0,0,0,0
INT_0014833,CUST_02655,PROD_00074,Cart,2026-06-13 06:06:41,SESS_172948,,Mobiles,Desktop,67,1,0,1,0,0
INT_0014834,CUST_02655,PROD_00064,View,2026-06-13 06:09:19,SESS_172948,,Mobiles,Desktop,235,1,0,0,0,0
INT_0014835,CUST_02655,PROD_00073,View,2026-06-13 06:11:29,SESS_172948,,Mobiles,Desktop,176,1,0,0,0,0
INT_0014836,CUST_02655,PROD_00073,Wishlist,2026-06-13 06:11:29,SESS_172948,,Mobiles,Desktop,23,1,1,0,0,0
INT_0014837,CUST_02655,PROD_00073,Cart,2026-06-13 06:11:29,SESS_172948,,Mobiles,Desktop,75,1,1,1,0,0
INT_0014838,CUST_02655,PROD_00073,Purchase,2026-06-13 06:11:29,SESS_172948,,Mobiles,Desktop,119,1,1,1,1,0
INT_0014839,CUST_02655,PROD_00073,Rating,2026-06-16 06:11:29,SESS_172948,,Mobiles,Desktop,58,1,1,1,1,5
