Product_ID,Product_Name,Category,Subcategory,Brand,Price,Discount,Final_Price,Rating,Review_Count,Stock,Popularity_Score,Product_Description,Product_Tags,Age_Group,Gender_Target,Color,Size,Created_Date,Image_URL,Status
PROD_00320,Wonderchef Airtight Glass Food Storage Jars - Charcoal,Kitchen,Storage & Containers,Wonderchef,10320.0,50,5160.0,4.1,66,31,43.7,Leak-proof borosilicate glass food containers with bamboo lids. Designed with premium quality materials by Wonderchef.,"glass jars,containers,kitchen,storage,airtight,wonderchef,kitchen,charcoal",18-35,All,Charcoal,256GB,2024-10-20,https://images.unsplash.com/photo-1500000000320?auto=format&fit=crop&w=600&q=80,Active
PROD_00321,Pigeon Heavy-Duty 750W Mixer Grinder,Kitchen,Small Appliances,Pigeon,2070.0,5,1966.5,4.0,158,75,52.7,High torque copper motor with 3 stainless steel multi-use jars. Designed with premium quality materials by Pigeon.,"mixer grinder,blender,kitchen,appliance,cook,pigeon,kitchen,classic beige",25-50,All,Classic Beige,16GB RAM,2025-11-19,https://images.unsplash.com/photo-1500000000321?auto=format&fit=crop&w=600&q=80,Active
PROD_00322,Milton Heavy-Duty 750W Mixer Grinder - Crimson Red,Kitchen,Small Appliances,Milton,3980.0,0,3980.0,4.6,240,210,63.7,High torque copper motor with 3 stainless steel multi-use jars. Designed with premium quality materials by Milton.,"mixer grinder,blender,kitchen,appliance,cook,milton,kitchen,crimson red",18-35,All,Crimson Red,128GB,2025-07-12,https://images.unsplash.com/photo-1500000000322?auto=format&fit=crop&w=600&q=80,Active
PROD_00323,Milton Heavy-Duty 750W Mixer Grinder - Pearl White,Kitchen,Small Appliances,Milton,14960.0,20,11968.0,4.8,209,108,60.2,High torque copper motor with 3 stainless steel multi-use jars. Designed with premium quality materials by Milton.,"mixer grinder,blender,kitchen,appliance,cook,milton,kitchen,pearl white",All Ages,All,Pearl White,Standard,2026-07-24,https://images.unsplash.com/photo-1500000000323?auto=format&fit=crop&w=600&q=80,Active
PROD_00324,Milton Stainless Steel Chef Knife Set - Classic Beige,Kitchen,Kitchen Tools,Milton,3720.0,40,2232.0,4.4,74,126,56.0,Ultra-sharp precision forged Japanese stainless steel knife block. Designed with premium quality materials by Milton.,"knife,chef knife,kitchen,cutlery,tools,milton,kitchen,classic beige",25-50,All,Classic Beige,128GB,2024-10-11,https://images.unsplash.com/photo-1500000000324?auto=format&fit=crop&w=600&q=80,Active
PROD_00325,Pigeon Heavy-Duty 750W Mixer Grinder,Kitchen,Small Appliances,Pigeon,1910.0,10,1719.0,4.5,572,190,76.0,High torque copper motor with 3 stainless steel multi-use jars. Designed with premium quality materials by Pigeon.,"mixer grinder,blender,kitchen,appliance,cook,pigeon,kitchen,crimson red",Adults,All,Crimson Red,128GB,2026-02-23,https://images.unsplash.com/photo-1500000000325?auto=format&fit=crop&w=600&q=80,Active
PROD_00326,Milton Heavy-Duty 750W Mixer Grinder,Kitchen,Small Appliances,Milton,13130.0,30,9191.0,4.6,256,89,60.0,High torque copper motor with 3 stainless steel multi-use jars. Designed with premium quality materials by Milton.,"mixer grinder,blender,kitchen,appliance,cook,milton,kitchen,space gray",25-50,All,Space Gray,128GB,2025-01-07,https://images.unsplash.com/photo-1500000000326?auto=format&fit=crop&w=600&q=80,Active
PROD_00327,Philips Heavy-Duty 750W Mixer Grinder - Space Gray,Kitchen,Small Appliances,Philips,8960.0,50,4480.0,3.6,160,232,44.3,High torque copper motor with 3 stainless steel multi-use jars. Designed with premium quality materials by Philips.,"mixer grinder,blender,kitchen,appliance,cook,philips,kitchen,space gray",All Ages,All,Space Gray,512GB,2026-04-29,https://images.unsplash.com/photo-1500000000327?auto=format&fit=crop&w=600&q=80,Active
PROD_00328,Pigeon Airtight Glass Food Storage Jars - Crimson Red,Kitchen,Storage & Containers,Pigeon,2690.0,15,2286.5,4.0,185,150,56.3,Leak-proof borosilicate glass food containers with bamboo lids. Designed with premium quality materials by Pigeon.,"glass jars,containers,kitchen,storage,airtight,pigeon,kitchen,crimson red",All Ages,All,Crimson Red,512GB,2025-05-18,https://images.unsplash.com/photo-1500000000328?auto=format&fit=crop&w=600&q=80,Active
PROD_00329,Wonderchef Electric Rapid Air Fryer 4.5L,Kitchen,Small Appliances,Wonderchef,14810.0,25,11107.5,4.4,112,6,53.0,"Oil-free healthy frying, baking, grilling and roasting appliance. Designed with premium quality materials by Wonderchef.","air fryer,appliance,healthy,kitchen,cooking,wonderchef,kitchen,pearl white",Teens & Youth,All,Pearl White,Default,2026-01-27,https://images.unsplash.com/photo-1500000000329?auto=format&fit=crop&w=600&q=80,Active
PROD_00330,Pigeon Electric Rapid Air Fryer 4.5L,Kitchen,Small Appliances,Pigeon,6790.0,30,4753.0,4.1,66,127,47.5,"Oil-free healthy frying, baking, grilling and roasting appliance. Designed with premium quality materials by Pigeon.","air fryer,appliance,healthy,kitchen,cooking,pigeon,kitchen,pearl white",All Ages,All,Pearl White,512GB,2026-07-22,https://images.unsplash.com/photo-1500000000330?auto=format&fit=crop&w=600&q=80,Active
PROD_00331,Hawkins Stainless Steel Chef Knife Set - Silver,Kitchen,Kitchen Tools,Hawkins,8200.0,0,8200.0,4.4,94,165,55.1,Ultra-sharp precision forged Japanese stainless steel knife block. Designed with premium quality materials by Hawkins.,"knife,chef knife,kitchen,cutlery,tools,hawkins,kitchen,silver",25-50,All,Silver,Default,2026-01-10,https://images.unsplash.com/photo-1500000000331?auto=format&fit=crop&w=600&q=80,Active
PROD_00332,Wonderchef Heavy-Duty 750W Mixer Grinder - Pearl White,Kitchen,Small Appliances,Wonderchef,4940.0,5,4693.0,4.7,270,81,67.3,High torque copper motor with 3 stainless steel multi-use jars. Designed with premium quality materials by Wonderchef.,"mixer grinder,blender,kitchen,appliance,cook,wonderchef,kitchen,pearl white",Teens & Youth,All,Pearl White,Default,2025-05-20,https://images.unsplash.com/photo-1500000000332?auto=format&fit=crop&w=600&q=80,Active
PROD_00333,Pigeon Stainless Steel Chef Knife Set - Rose Gold,Kitchen,Kitchen Tools,Pigeon,14930.0,25,11197.5,4.9,17,130,53.3,Ultra-sharp precision forged Japanese stainless steel knife block. Designed with premium quality materials by Pigeon.,"knife,chef knife,kitchen,cutlery,tools,pigeon,kitchen,rose gold",Teens & Youth,All,Rose Gold,256GB,2026-02-18,https://images.unsplash.com/photo-1500000000333?auto=format&fit=crop&w=600&q=80,Active
PROD_00334,Philips Electric Rapid Air Fryer 4.5L - Midnight Black,Kitchen,Small Appliances,Philips,2400.0,0,2400.0,4.3,37,48,45.7,"Oil-free healthy frying, baking, grilling and roasting appliance. Designed with premium quality materials by Philips.","air fryer,appliance,healthy,kitchen,cooking,philips,kitchen,midnight black",18-35,All,Midnight Black,128GB,2024-11-01,https://images.unsplash.com/photo-1500000000334?auto=format&fit=crop&w=600&q=80,Active
PROD_00335,Philips Hard Anodized Non-Stick Cookware Set,Kitchen,Cookware,Philips,14920.0,5,14174.0,4.4,23,10,45.4,"Durable scratch-resistant frying pan, kadai and sauce pan with glass lids. Designed with premium quality materials by Philips.","cookware,kitchen,pan,non-stick,cooking,philips,kitchen,crimson red",Adults,All,Crimson Red,16GB RAM,2026-05-03,https://images.unsplash.com/photo-1500000000335?auto=format&fit=crop&w=600&q=80,Active
PROD_00336,Philips Airtight Glass Food Storage Jars,Kitchen,Storage & Containers,Philips,10680.0,15,9078.0,4.5,22,166,46.0,Leak-proof borosilicate glass food containers with bamboo lids. Designed with premium quality materials by Philips.,"glass jars,containers,kitchen,storage,airtight,philips,kitchen,olive green",Adults,All,Olive Green,Default,2025-06-25,https://images.unsplash.com/photo-1500000000336?auto=format&fit=crop&w=600&q=80,Active
PROD_00337,Godrej Interio Ergonomic Mesh High-Back Office Chair - Crimson Red,Furniture,Office,Godrej Interio,18500.0,5,17575.0,4.2,363,163,57.7,Adjustable lumbar support and 3D armrests for long sitting hours. Designed with premium quality materials by Godrej Interio.,"office chair,ergonomic,furniture,desk chair,mesh,godrej interio,furniture,crimson red",Adults,All,Crimson Red,16GB RAM,2026-05-05,https://images.unsplash.com/photo-1500000000337?auto=format&fit=crop&w=600&q=80,Active
PROD_00338,Sleepyhead Ergonomic Mesh High-Back Office Chair - Navy Blue,Furniture,Office,Sleepyhead,33760.0,15,28696.0,4.0,233,109,52.3,Adjustable lumbar support and 3D armrests for long sitting hours. Designed with premium quality materials by Sleepyhead.,"office chair,ergonomic,furniture,desk chair,mesh,sleepyhead,furniture,navy blue",18-35,All,Navy Blue,16GB RAM,2026-07-20,https://images.unsplash.com/photo-1500000000338?auto=format&fit=crop&w=600&q=80,Active
PROD_00339,Sleepyhead Minimalist Nesting Coffee Tables,Furniture,Living Room,Sleepyhead,3100.0,5,2945.0,4.8,130,218,58.9,Set of 2 Scandinavian round metal and oak wood accent tables. Designed with premium quality materials by Sleepyhead.,"coffee table,living room,furniture,table,decor,sleepyhead,furniture,navy blue",Teens & Youth,All,Navy Blue,Standard,2025-04-11,https://images.unsplash.com/photo-1500000000339?auto=format&fit=crop&w=600&q=80,Active
PROD_00340,IKEA Modern Engineered Wood Computer Desk - Rose Gold,Furniture,Office,IKEA,26840.0,35,17446.0,4.9,33,80,53.0,Spacious study table with cable management grommet and side drawers. Designed with premium quality materials by IKEA.,"desk,table,office,furniture,study,ikea,furniture,rose gold",All Ages,All,Rose Gold,Default,2026-07-09,https://images.unsplash.com/photo-1500000000340?auto=format&fit=crop&w=600&q=80,Active
PROD_00341,Wakefit Ergonomic Mesh High-Back Office Chair - Midnight Black,Furniture,Office,Wakefit,14570.0,5,13841.5,3.6,136,199,50.3,Adjustable lumbar support and 3D armrests for long sitting hours. Designed with premium quality materials by Wakefit.,"office chair,ergonomic,furniture,desk chair,mesh,wakefit,furniture,midnight black",25-50,All,Midnight Black,256GB,2026-08-20,https://images.unsplash.com/photo-1500000000341?auto=format&fit=crop&w=600&q=80,Active
PROD_00342,Wakefit Modern Engineered Wood Computer Desk - Silver,Furniture,Office,Wakefit,12930.0,5,12283.5,4.0,130,92,47.0,Spacious study table with cable management grommet and side drawers. Designed with premium quality materials by Wakefit.,"desk,table,office,furniture,study,wakefit,furniture,silver",Teens & Youth,All,Silver,256GB,2025-07-15,https://images.unsplash.com/photo-1500000000342?auto=format&fit=crop&w=600&q=80,Active
PROD_00343,Sleepyhead Contemporary 3-Seater Fabric Sofa - Crimson Red,Furniture,Living Room,Sleepyhead,27010.0,10,24309.0,3.7,49,183,46.2,High-density cushioned lounge sofa with solid wood frame. Designed with premium quality materials by Sleepyhead.,"sofa,living room,couch,furniture,home,sleepyhead,furniture,crimson red",Teens & Youth,All,Crimson Red,512GB,2026-03-19,https://images.unsplash.com/photo-1500000000343?auto=format&fit=crop&w=600&q=80,Active
PROD_00344,Sleepyhead Ergonomic Mesh High-Back Office Chair - Classic Beige,Furniture,Office,Sleepyhead,9710.0,30,6797.0,4.6,117,161,51.0,Adjustable lumbar support and 3D armrests for long sitting hours. Designed with premium quality materials by Sleepyhead.,"office chair,ergonomic,furniture,desk chair,mesh,sleepyhead,furniture,classic beige",Adults,All,Classic Beige,512GB,2024-09-28,https://images.unsplash.com/photo-1500000000344?auto=format&fit=crop&w=600&q=80,Active
PROD_00345,Sleepyhead Modern Engineered Wood Computer Desk - Charcoal,Furniture,Office,Sleepyhead,5340.0,25,4005.0,3.5,106,227,46.0,Spacious study table with cable management grommet and side drawers. Designed with premium quality materials by Sleepyhead.,"desk,table,office,furniture,study,sleepyhead,furniture,charcoal",Teens & Youth,All,Charcoal,Default,2025-01-16,https://images.unsplash.com/photo-1500000000345?auto=format&fit=crop&w=600&q=80,Active
PROD_00346,Wakefit Minimalist Nesting Coffee Tables - Silver,Furniture,Living Room,Wakefit,25870.0,30,18109.0,4.4,187,68,56.3,Set of 2 Scandinavian round metal and oak wood accent tables. Designed with premium quality materials by Wakefit.,"coffee table,living room,furniture,table,decor,wakefit,furniture,silver",Adults,All,Silver,16GB RAM,2024-10-19,https://images.unsplash.com/photo-1500000000346?auto=format&fit=crop&w=600&q=80,Active
PROD_00347,Wakefit Contemporary 3-Seater Fabric Sofa,Furniture,Living Room,Wakefit,37570.0,40,22542.0,4.7,196,223,59.8,High-density cushioned lounge sofa with solid wood frame. Designed with premium quality materials by Wakefit.,"sofa,living room,couch,furniture,home,wakefit,furniture,rose gold",All Ages,All,Rose Gold,16GB RAM,2026-03-13,https://images.unsplash.com/photo-1500000000347?auto=format&fit=crop&w=600&q=80,Active
PROD_00348,Sleepyhead Ergonomic Mesh High-Back Office Chair - Silver,Furniture,Office,Sleepyhead,4860.0,15,4131.0,4.3,23,101,48.0,Adjustable lumbar support and 3D armrests for long sitting hours. Designed with premium quality materials by Sleepyhead.,"office chair,ergonomic,furniture,desk chair,mesh,sleepyhead,furniture,silver",25-50,All,Silver,128GB,2026-01-01,https://images.unsplash.com/photo-1500000000348?auto=format&fit=crop&w=600&q=80,Active
PROD_00349,Sleepyhead Ergonomic Mesh High-Back Office Chair,Furniture,Office,Sleepyhead,21440.0,25,16080.0,3.7,99,132,48.4,Adjustable lumbar support and 3D armrests for long sitting hours. Designed with premium quality materials by Sleepyhead.,"office chair,ergonomic,furniture,desk chair,mesh,sleepyhead,furniture,charcoal",Teens & Youth,All,Charcoal,16GB RAM,2026-08-11,https://images.unsplash.com/photo-1500000000349?auto=format&fit=crop&w=600&q=80,Active
PROD_00350,Sleepyhead Ergonomic Mesh High-Back Office Chair - Olive Green,Furniture,Office,Sleepyhead,33560.0,50,16780.0,4.8,191,168,58.7,Adjustable lumbar support and 3D armrests for long sitting hours. Designed with premium quality materials by Sleepyhead.,"office chair,ergonomic,furniture,desk chair,mesh,sleepyhead,furniture,olive green",Adults,All,Olive Green,Default,2025-03-27,https://images.unsplash.com/photo-1500000000350?auto=format&fit=crop&w=600&q=80,Active
PROD_00351,Wakefit Minimalist Nesting Coffee Tables - Charcoal,Furniture,Living Room,Wakefit,33210.0,35,21586.5,4.0,140,201,51.8,Set of 2 Scandinavian round metal and oak wood accent tables. Designed with premium quality materials by Wakefit.,"coffee table,living room,furniture,table,decor,wakefit,furniture,charcoal",25-50,All,Charcoal,256GB,2025-05-02,https://images.unsplash.com/photo-1500000000351?auto=format&fit=crop&w=600&q=80,Active
PROD_00352,Sleepyhead Orthopedic Memory Foam Mattress 6-inch,Furniture,Bedroom,Sleepyhead,16140.0,20,12912.0,4.3,364,100,64.6,Zero partner disturbance dual-comfort orthopedic sleeping mattress. Designed with premium quality materials by Sleepyhead.,"mattress,bed,bedroom,memory foam,sleep,sleepyhead,furniture,space gray",18-35,All,Space Gray,Default,2026-07-14,https://images.unsplash.com/photo-1500000000352?auto=format&fit=crop&w=600&q=80,Active
PROD_00353,Sleepyhead Modern Engineered Wood Computer Desk,Furniture,Office,Sleepyhead,25600.0,15,21760.0,3.7,208,223,49.2,Spacious study table with cable management grommet and side drawers. Designed with premium quality materials by Sleepyhead.,"desk,table,office,furniture,study,sleepyhead,furniture,pearl white",Teens & Youth,All,Pearl White,Standard,2025-05-18,https://images.unsplash.com/photo-1500000000353?auto=format&fit=crop&w=600&q=80,Active
PROD_00354,Urban Ladder Modern Engineered Wood Computer Desk - Space Gray,Furniture,Office,Urban Ladder,33990.0,50,16995.0,3.7,47,233,43.4,Spacious study table with cable management grommet and side drawers. Designed with premium quality materials by Urban Ladder.,"desk,table,office,furniture,study,urban ladder,furniture,space gray",All Ages,All,Space Gray,512GB,2024-10-24,https://images.unsplash.com/photo-1500000000354?auto=format&fit=crop&w=600&q=80,Active
PROD_00355,Godrej Interio Minimalist Nesting Coffee Tables - Pearl White,Furniture,Living Room,Godrej Interio,4800.0,30,3360.0,4.7,28,128,57.4,Set of 2 Scandinavian round metal and oak wood accent tables. Designed with premium quality materials by Godrej Interio.,"coffee table,living room,furniture,table,decor,godrej interio,furniture,pearl white",All Ages,All,Pearl White,512GB,2026-03-01,https://images.unsplash.com/photo-1500000000355?auto=format&fit=crop&w=600&q=80,Active
PROD_00356,Wakefit Minimalist Nesting Coffee Tables - Pearl White,Furniture,Living Room,Wakefit,25430.0,25,19072.5,4.2,200,103,54.2,Set of 2 Scandinavian round metal and oak wood accent tables. Designed with premium quality materials by Wakefit.,"coffee table,living room,furniture,table,decor,wakefit,furniture,pearl white",Teens & Youth,All,Pearl White,Default,2024-12-14,https://images.unsplash.com/photo-1500000000356?auto=format&fit=crop&w=600&q=80,Active
PROD_00357,Urban Ladder Modern Engineered Wood Computer Desk - Olive Green,Furniture,Office,Urban Ladder,7930.0,30,5551.0,4.3,19,231,51.2,Spacious study table with cable management grommet and side drawers. Designed with premium quality materials by Urban Ladder.,"desk,table,office,furniture,study,urban ladder,furniture,olive green",25-50,All,Olive Green,256GB,2025-10-27,https://images.unsplash.com/photo-1500000000357?auto=format&fit=crop&w=600&q=80,Active
PROD_00358,Urban Ladder Minimalist Nesting Coffee Tables,Furniture,Living Room,Urban Ladder,26090.0,20,20872.0,4.5,173,240,58.6,Set of 2 Scandinavian round metal and oak wood accent tables. Designed with premium quality materials by Urban Ladder.,"coffee table,living room,furniture,table,decor,urban ladder,furniture,rose gold",18-35,All,Rose Gold,Standard,2024-11-02,https://images.unsplash.com/photo-1500000000358?auto=format&fit=crop&w=600&q=80,Active
PROD_00359,Godrej Interio Modern Engineered Wood Computer Desk - Rose Gold,Furniture,Office,Godrej Interio,31150.0,40,18690.0,4.2,522,151,72.3,Spacious study table with cable management grommet and side drawers. Designed with premium quality materials by Godrej Interio.,"desk,table,office,furniture,study,godrej interio,furniture,rose gold",25-50,All,Rose Gold,Standard,2025-06-28,https://images.unsplash.com/photo-1500000000359?auto=format&fit=crop&w=600&q=80,Active
PROD_00360,Urban Ladder Minimalist Nesting Coffee Tables,Furniture,Living Room,Urban Ladder,17090.0,0,17090.0,4.4,169,56,53.4,Set of 2 Scandinavian round metal and oak wood accent tables. Designed with premium quality materials by Urban Ladder.,"coffee table,living room,furniture,table,decor,urban ladder,furniture,olive green",Adults,All,Olive Green,Default,2026-03-18,https://images.unsplash.com/photo-1500000000360?auto=format&fit=crop&w=600&q=80,Active
PROD_00361,Urban Ladder Orthopedic Memory Foam Mattress 6-inch,Furniture,Bedroom,Urban Ladder,23020.0,25,17265.0,4.6,103,31,56.3,Zero partner disturbance dual-comfort orthopedic sleeping mattress. Designed with premium quality materials by Urban Ladder.,"mattress,bed,bedroom,memory foam,sleep,urban ladder,furniture,pearl white",25-50,All,Pearl White,Default,2024-10-07,https://images.unsplash.com/photo-1500000000361?auto=format&fit=crop&w=600&q=80,Active
PROD_00362,Wakefit Minimalist Nesting Coffee Tables - Rose Gold,Furniture,Living Room,Wakefit,32480.0,20,25984.0,4.5,200,17,62.3,Set of 2 Scandinavian round metal and oak wood accent tables. Designed with premium quality materials by Wakefit.,"coffee table,living room,furniture,table,decor,wakefit,furniture,rose gold",18-35,All,Rose Gold,512GB,2025-07-29,https://images.unsplash.com/photo-1500000000362?auto=format&fit=crop&w=600&q=80,Active
PROD_00363,Urban Ladder Contemporary 3-Seater Fabric Sofa - Rose Gold,Furniture,Living Room,Urban Ladder,10510.0,35,6831.5,4.7,125,238,58.3,High-density cushioned lounge sofa with solid wood frame. Designed with premium quality materials by Urban Ladder.,"sofa,living room,couch,furniture,home,urban ladder,furniture,rose gold",All Ages,All,Rose Gold,Default,2024-11-04,https://images.unsplash.com/photo-1500000000363?auto=format&fit=crop&w=600&q=80,Active
PROD_00364,Godrej Interio Orthopedic Memory Foam Mattress 6-inch,Furniture,Bedroom,Godrej Interio,29820.0,15,25347.0,3.9,156,50,55.1,Zero partner disturbance dual-comfort orthopedic sleeping mattress. Designed with premium quality materials by Godrej Interio.,"mattress,bed,bedroom,memory foam,sleep,godrej interio,furniture,rose gold",Adults,All,Rose Gold,Standard,2026-06-14,https://images.unsplash.com/photo-1500000000364?auto=format&fit=crop&w=600&q=80,Active
PROD_00365,Wakefit Modern Engineered Wood Computer Desk,Furniture,Office,Wakefit,13330.0,20,10664.0,3.7,525,154,66.5,Spacious study table with cable management grommet and side drawers. Designed with premium quality materials by Wakefit.,"desk,table,office,furniture,study,wakefit,furniture,rose gold",Teens & Youth,All,Rose Gold,Default,2026-08-24,https://images.unsplash.com/photo-1500000000365?auto=format&fit=crop&w=600&q=80,Active
PROD_00366,Sleepyhead Orthopedic Memory Foam Mattress 6-inch - Pearl White,Furniture,Bedroom,Sleepyhead,25080.0,50,12540.0,4.7,102,82,56.0,Zero partner disturbance dual-comfort orthopedic sleeping mattress. Designed with premium quality materials by Sleepyhead.,"mattress,bed,bedroom,memory foam,sleep,sleepyhead,furniture,pearl white",18-35,All,Pearl White,Default,2025-01-20,https://images.unsplash.com/photo-1500000000366?auto=format&fit=crop&w=600&q=80,Active
PROD_00367,Urban Ladder Minimalist Nesting Coffee Tables - Space Gray,Furniture,Living Room,Urban Ladder,38410.0,40,23046.0,3.6,599,134,61.6,Set of 2 Scandinavian round metal and oak wood accent tables. Designed with premium quality materials by Urban Ladder.,"coffee table,living room,furniture,table,decor,urban ladder,furniture,space gray",25-50,All,Space Gray,Standard,2025-02-19,https://images.unsplash.com/photo-1500000000367?auto=format&fit=crop&w=600&q=80,Active
PROD_00368,Sleepyhead Minimalist Nesting Coffee Tables - Space Gray,Furniture,Living Room,Sleepyhead,27540.0,25,20655.0,4.0,439,60,67.1,Set of 2 Scandinavian round metal and oak wood accent tables. Designed with premium quality materials by Sleepyhead.,"coffee table,living room,furniture,table,decor,sleepyhead,furniture,space gray",18-35,All,Space Gray,256GB,2024-12-04,https://images.unsplash.com/photo-1500000000368?auto=format&fit=crop&w=600&q=80,Active
PROD_00369,Sleepyhead Minimalist Nesting Coffee Tables,Furniture,Living Room,Sleepyhead,15800.0,15,13430.0,4.8,54,162,59.3,Set of 2 Scandinavian round metal and oak wood accent tables. Designed with premium quality materials by Sleepyhead.,"coffee table,living room,furniture,table,decor,sleepyhead,furniture,rose gold",All Ages,All,Rose Gold,Standard,2025-12-23,https://images.unsplash.com/photo-1500000000369?auto=format&fit=crop&w=600&q=80,Active
PROD_00370,Urban Ladder Ergonomic Mesh High-Back Office Chair,Furniture,Office,Urban Ladder,29790.0,0,29790.0,4.8,27,215,56.8,Adjustable lumbar support and 3D armrests for long sitting hours. Designed with premium quality materials by Urban Ladder.,"office chair,ergonomic,furniture,desk chair,mesh,urban ladder,furniture,olive green",Teens & Youth,All,Olive Green,Default,2025-03-21,https://images.unsplash.com/photo-1500000000370?auto=format&fit=crop&w=600&q=80,Active
PROD_00371,Sleepyhead Minimalist Nesting Coffee Tables - Charcoal,Furniture,Living Room,Sleepyhead,10120.0,40,6072.0,3.6,34,29,39.0,Set of 2 Scandinavian round metal and oak wood accent tables. Designed with premium quality materials by Sleepyhead.,"coffee table,living room,furniture,table,decor,sleepyhead,furniture,charcoal",25-50,All,Charcoal,Default,2025-02-25,https://images.unsplash.com/photo-1500000000371?auto=format&fit=crop&w=600&q=80,Active
PROD_00372,IKEA Minimalist Nesting Coffee Tables - Space Gray,Furniture,Living Room,IKEA,18690.0,5,17755.5,3.8,18,217,45.7,Set of 2 Scandinavian round metal and oak wood accent tables. Designed with premium quality materials by IKEA.,"coffee table,living room,furniture,table,decor,ikea,furniture,space gray",18-35,All,Space Gray,128GB,2025-06-10,https://images.unsplash.com/photo-1500000000372?auto=format&fit=crop&w=600&q=80,Active
PROD_00373,Wakefit Ergonomic Mesh High-Back Office Chair,Furniture,Office,Wakefit,5710.0,10,5139.0,4.6,32,147,48.0,Adjustable lumbar support and 3D armrests for long sitting hours. Designed with premium quality materials by Wakefit.,"office chair,ergonomic,furniture,desk chair,mesh,wakefit,furniture,midnight black",25-50,All,Midnight Black,512GB,2026-01-08,https://images.unsplash.com/photo-1500000000373?auto=format&fit=crop&w=600&q=80,Active
PROD_00374,Sleepyhead Orthopedic Memory Foam Mattress 6-inch - Olive Green,Furniture,Bedroom,Sleepyhead,3620.0,5,3439.0,4.2,221,169,58.0,Zero partner disturbance dual-comfort orthopedic sleeping mattress. Designed with premium quality materials by Sleepyhead.,"mattress,bed,bedroom,memory foam,sleep,sleepyhead,furniture,olive green",Teens & Youth,All,Olive Green,512GB,2026-06-26,https://images.unsplash.com/photo-1500000000374?auto=format&fit=crop&w=600&q=80,Active
PROD_00375,IKEA Minimalist Nesting Coffee Tables,Furniture,Living Room,IKEA,32110.0,20,25688.0,4.3,28,77,51.8,Set of 2 Scandinavian round metal and oak wood accent tables. Designed with premium quality materials by IKEA.,"coffee table,living room,furniture,table,decor,ikea,furniture,space gray",Adults,All,Space Gray,256GB,2025-06-07,https://images.unsplash.com/photo-1500000000375?auto=format&fit=crop&w=600&q=80,Active
PROD_00376,Sleepyhead Contemporary 3-Seater Fabric Sofa - Midnight Black,Furniture,Living Room,Sleepyhead,8050.0,30,5635.0,4.6,84,222,54.8,High-density cushioned lounge sofa with solid wood frame. Designed with premium quality materials by Sleepyhead.,"sofa,living room,couch,furniture,home,sleepyhead,furniture,midnight black",18-35,All,Midnight Black,512GB,2024-11-18,https://images.unsplash.com/photo-1500000000376?auto=format&fit=crop&w=600&q=80,Active
PROD_00377,Urban Ladder Modern Engineered Wood Computer Desk - Silver,Furniture,Office,Urban Ladder,8230.0,0,8230.0,3.5,350,157,52.9,Spacious study table with cable management grommet and side drawers. Designed with premium quality materials by Urban Ladder.,"desk,table,office,furniture,study,urban ladder,furniture,silver",Adults,All,Silver,Default,2025-02-15,https://images.unsplash.com/photo-1500000000377?auto=format&fit=crop&w=600&q=80,Active
PROD_00378,Urban Ladder Ergonomic Mesh High-Back Office Chair,Furniture,Office,Urban Ladder,36510.0,40,21906.0,3.7,19,52,40.0,Adjustable lumbar support and 3D armrests for long sitting hours. Designed with premium quality materials by Urban Ladder.,"office chair,ergonomic,furniture,desk chair,mesh,urban ladder,furniture,navy blue",25-50,All,Navy Blue,Standard,2025-12-14,https://images.unsplash.com/photo-1500000000378?auto=format&fit=crop&w=600&q=80,Active
PROD_00379,Decathlon Extra Thick Non-Slip Eco Yoga Mat - Pearl White,Sports,Yoga,Decathlon,13670.0,40,8202.0,4.1,318,145,54.5,6mm TPE high-density alignment yoga mat with carry strap. Designed with premium quality materials by Decathlon.,"yoga mat,fitness,exercise,wellness,yoga,decathlon,sports,pearl white",Adults,All,Pearl White,Standard,2024-10-11,https://images.unsplash.com/photo-1500000000379?auto=format&fit=crop&w=600&q=80,Active
PROD_00380,Yonex Anti-Burst Gym Exercise Ball with Pump - Space Gray,Sports,Fitness Equipment,Yonex,5530.0,10,4977.0,4.4,74,65,48.0,Core strengthening and pilates stability swiss ball. Designed with premium quality materials by Yonex.,"fitness,gym,exercise,workout,ball,yonex,sports,space gray",Adults,All,Space Gray,128GB,2024-12-03,https://images.unsplash.com/photo-1500000000380?auto=format&fit=crop&w=600&q=80,Active
PROD_00381,Nivia Anti-Burst Gym Exercise Ball with Pump,Sports,Fitness Equipment,Nivia,10670.0,50,5335.0,3.7,37,150,42.1,Core strengthening and pilates stability swiss ball. Designed with premium quality materials by Nivia.,"fitness,gym,exercise,workout,ball,nivia,sports,silver",Teens & Youth,All,Silver,512GB,2025-10-10,https://images.unsplash.com/photo-1500000000381?auto=format&fit=crop&w=600&q=80,Active
PROD_00382,Nivia Carbon Fiber Badminton Racket - Midnight Black,Sports,Outdoor Sports,Nivia,11490.0,30,8043.0,3.9,229,97,49.5,High tension lightweight isometric tournament badminton racket. Designed with premium quality materials by Nivia.,"badminton,racket,sports,outdoor,games,nivia,sports,midnight black",18-35,All,Midnight Black,256GB,2025-09-24,https://images.unsplash.com/photo-1500000000382?auto=format&fit=crop&w=600&q=80,Active
